"","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Institución","Nombre","Concurso.confidencial","Enc.Pub.Gest.Apertu","Elaborador","Enc.Solic.Est.Ofert","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"48","Contrato","11/08/2022 12:27","Real","2022CD-000157-0003200001","-","Municipalidad ","Carrillo","No","Fernando Antonio Acevedo Angulo","Fernando Antonio Acevedo Angulo","Fernando Antonio Acevedo Angulo","Registro","","20220801460-00","Refrigeradora para el comedor institucional de la municipalidad","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","11/08/2022 13:00","16/08/2022 12:00","16/08/2022 12:01","5 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","505"
"49","Contrato","11/08/2022 13:55","Real","2022CD-000030-0022900511","-","Municipalidad ","Hojancha","No","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Wadih Mejias Espinoza","Registro","","20220801469-00","Compra de servicio de soporte técnico para el sistema administrativo financiero tributario siaft de la municipalidad de hojancha","Bienes/servicios","Contratación especial",NA,"En línea","https://www.sicop.go.cr","12/08/2022 07:30","16/08/2022 09:00","16/08/2022 10:00","5 Días hábiles",1500000,"","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. a) Oferente único","511"
"50","Contrato","11/08/2022 14:10","Real","2022CD-000112-0017500001","-","Municipalidad ","Turrialba","No","Hannia Rojas Segura","Hannia Rojas Segura","Ronald Bolaños Calvo","Registro","","20220801459-00","Adquisición de combustible administración municipalidad de turrialba","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","11/08/2022 14:30","12/08/2022 15:00","12/08/2022 15:00","10 Días hábiles",303000,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.","305"
"51","Contrato","11/08/2022 14:34","Real","2022CD-000178-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Silvia Elena Espinoza Quesada","Enio Vargas Arrieta","Modificar","20220801523-01 20220801523-02 20220801523-03","20220801523-00","Servicios profesionales en ingenieria para analisis estructural de las edificaciones del palacio de los deportes para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 08:00","22/08/2022 10:00","22/08/2022 10:00","6 Días hábiles",6750000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"52","Contrato","12/08/2022 11:28","Real","2022LA-000002-0003000001","-","Municipalidad ","Flores","No","Cynthia Alejandra Salas Chavarría","Cynthia Alejandra Salas Chavarría","Cynthia Alejandra Salas Chavarría","Registro","","20220701512-00","Solicitud de contratación para el servicio de alimentación y de catering service, para actividades anuales de la municipalidad de flores.","Bienes/servicios","Licitación abreviada","Según demanda","En línea","https://www.sicop.go.cr","12/08/2022 12:00","29/08/2022 09:00","29/08/2022 09:00","20 Días hábiles",1e+07,"",NA,"408"
"53","","12/08/2022 13:22","Real","2022RE-000002-0004611901","-","Municipalidad ","Perez Zeledon","No","Julian Fallas Carvajal","Julian Fallas Carvajal","Julian Fallas Carvajal","Sin efecto","20220800388-01","20220800388-00","Remate de locales comerciales ubicados en el mercado y en la terminal de buses de la municipalidad de pérez zeledón [sin efecto]","Bienes","Remate","REMATE PARA DAR EN ARRENDAMIENTO BIENES INMUEBLES","En línea","https://www.sicop.go.cr","La fecha/hora de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha/hora de cierre de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha y hora de la apertura del producto de la partida detallada podrá ser visualizada.","1 Días hábiles",21716664.48,"",NA,"119"
"54","Contrato","12/08/2022 13:31","Real","2022CD-000122-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Registro","","20220801684-00","La municipalidad de grecia requiere la compra de banderas de costa rica y del cantón de grecia para ser usadas en actividades sociales y","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","12/08/2022 13:45","17/08/2022 09:00","17/08/2022 09:00","4 Días hábiles",718000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","203"
"55","Contrato","16/08/2022 10:54","Real","2022CD-000112-0003900001","-","Municipalidad ","Nicoya","No","Maria Azucena Rodriguez Jimenez","Maria Azucena Rodriguez Jimenez","Maria Azucena Rodriguez Jimenez","Registro","","20220801726-00","Servicios profesionales para asesoría en administración de proyectos de la municipalidad de nicoya.","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 16:30","19/08/2022 09:00","19/08/2022 09:01","10 Días hábiles",5975000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","502"
"56","Contrato","16/08/2022 12:46","Real","2022CD-000180-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801846-00","Contratacion de servicios profesionales para produccion evento de mascaradas en el centro cultural omar dengo para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","19/08/2022 07:00","22/08/2022 10:00","22/08/2022 10:00","8 Días hábiles",7500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"57","Adjudicación en firme","17/08/2022 09:58","Real","2022LA-000018-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801983-00","Construccion de ii etapa de muro de contencion y relleno en imas vara blanca para la municipalidad de heredia","Bienes","Licitación abreviada","Servicios","En línea","https://www.sicop.go.cr","29/08/2022 12:00","31/08/2022 00:00","31/08/2022 10:00","20 Días hábiles",4.5e+07,"",NA,"401"
"58","Contrato","17/08/2022 10:29","Real","2022CD-000113-0004100001","-","Municipalidad ","Santo Domingo","No","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Modificar","20220801989-01 20220801989-02","20220801989-00","Adquisición de uniformes para personal de la municipalidad de santo domingo","Bienes/servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","18/08/2022 07:00","24/08/2022 10:00","24/08/2022 10:01","10 Días hábiles",2e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","403"
"59","Adjudicación en firme","17/08/2022 12:14","Real","2022CD-000026-0015900001","-","Municipalidad ","San Ramon","No","Ana Nayuribe Rojas Prendas","Ana Nayuribe Rojas Prendas","Ana Nayuribe Rojas Prendas","Registro","","20220801792-00","Servicio para actualizar y complementar el manual de aseguramiento del sistema control de calidad de la auditoría interna de la municipalidad de san ramón","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 13:00","22/08/2022 13:00","22/08/2022 13:00","10 Días hábiles",2e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","202"
"60","Adjudicado","17/08/2022 12:47","Real","2022CD-000182-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220802058-00","Servicios profesionales para actividades de conmemoracion del dia regemen municipal para la municipalidad de heredia","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","19/08/2022 07:00","22/08/2022 10:00","22/08/2022 10:00","6 Días hábiles",1150000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).","401"
"61","Adjudicación en firme","17/08/2022 12:54","Real","2022CD-000125-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Registro","","20220802060-00","La municipalidad de grecia requiere la compra de dos canoas en hierro esmaltado calibre 26para uso en la biblioteca publica y comedor plantel municipal","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 13:00","22/08/2022 12:00","22/08/2022 12:00","6 Días hábiles",6e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","203"
"62","Contrato","17/08/2022 14:21","Real","2022CD-000018-0004400001","-","Municipalidad ","Golfito","No","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Karen Mirelli Moya Diaz","Registro","","20220801430-00","Renovacion de licencia de anti virus para la municipalidad de golfito","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 14:30","18/08/2022 16:00","18/08/2022 16:00","30 Días naturales",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","607"
"63","Contrato","17/08/2022 16:00","Real","2022CD-000101-0003400001","-","Municipalidad ","Montes de Oca","No","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Ronny Ceciliano Valverde","Registro","","20220802131-00","Contratación de mascarada y cimarrona para evento social en el marco del cantonato de la municipalidad de montes de oca","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 16:00","19/08/2022 10:00","19/08/2022 10:00","10 Días hábiles",150000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","115"
"64","Contrato","18/08/2022 12:58","Real","2022CD-000127-0000700001","-","Municipalidad ","Grecia","No","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Jacqueline Andrea Soto Vargas","Modificar","20220802291-01","20220802291-00","Servicios de alquiler de inflables, circuitos de aventura con canopy y otros juegos recreativos para eventos de la municipalidad de grecia","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","18/08/2022 13:00","22/08/2022 12:00","22/08/2022 12:00","4 Días hábiles",3700000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","203"
"65","Contrato","19/08/2022 09:06","Real","2022CD-000184-0021700001","-","Municipalidad ","Heredia","No","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Registro","","20220802421-00","Contratacion de servicios de alimentación para los dispositivos de reduccion de daño bajo umbral para la municipalidad de heredia","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","22/08/2022 07:00","24/08/2022 10:00","24/08/2022 10:00","6 Días hábiles",1120000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
"66","Adjudicación en firme","19/08/2022 09:17","Real","2022CD-000019-0021300211","-","Municipalidad ","Zarcero","No","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Registro","","20220802433-00","Trituradora de papel para el área de archivo de la municipalidad de zarcero","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","22/08/2022 08:00","26/08/2022 08:45","26/08/2022 09:00","10 Días hábiles",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","211"
"67","Adjudicación en firme","19/08/2022 09:28","Real","2022CD-000020-0021300211","-","Municipalidad ","Zarcero","No","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Maria Vanessa Salazar Huertas","Registro","","20220802440-00","Cajas de archivo para el área de archivo de la municipalidad de zarcero","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","22/08/2022 08:00","26/08/2022 09:15","26/08/2022 09:30","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","211"
"68","Contrato","19/08/2022 12:36","Real","2022LA-000019-0021700001","-","Municipalidad ","Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220802528-00","Construccion de ii etapa muros y tapias del cementerio de mercedes norte para la municipalidad de heredia","Bienes","Licitación abreviada","Servicios","En línea","https://www.sicop.go.cr","31/08/2022 12:00","02/09/2022 10:00","02/09/2022 10:00","20 Días hábiles",1.15e+08,"",NA,"401"
"69","Contrato","19/08/2022 13:29","Real","2022CD-000116-0017500001","-","Municipalidad ","Turrialba","No","Hannia Rojas Segura","Hannia Rojas Segura","Hannia Rojas Segura","Registro","","20220802516-00","Adquisición de combustible administración municipalidad de turrialba","Bienes","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","19/08/2022 14:00","22/08/2022 14:00","22/08/2022 14:01","10 Días hábiles",1500000,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.","305"
"70","","19/08/2022 15:00","Real","2022CD-000186-0021700001","-","Municipalidad ","Heredia","No","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Sin efecto","20220802582-01","20220802582-00","Contratacion de publicaciones en el diario la gaceta para la municipalidad de heredia [sin efecto]","Servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","22/08/2022 07:00","24/08/2022 11:00","24/08/2022 11:00","6 Días hábiles",2e+06,"","Contratación directa para otorgar o recibir patrocinios (Artículo 2 inc. d) LCA y artículo 139 inciso o) RLCA.","401"
"71","Contrato","22/08/2022 10:13","Real","2022CD-000187-0021700001","-","Municipalidad ","Heredia","No","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Ericka Arguello Sanchez","Modificar","20220802675-01","20220802675-00","Contratacion publicaciones en la gaceta para la municipalidad de heredia","Servicios","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","23/08/2022 07:00","25/08/2022 10:00","25/08/2022 10:00","6 Días hábiles",2e+06,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).","401"
"72","Contrato","22/08/2022 15:11","Real","2022CD-000025-0028011201","-","Municipalidad ","Acosta","No","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Allan Alberto Segura Alfaro","Registro","","20220802786-00","Compra de tintas por demanda para la municipalidad de acosta","Bienes","Contratación directa","Según demanda","En línea","https://www.sicop.go.cr","23/08/2022 10:00","30/08/2022 10:00","30/08/2022 10:01","10 Días hábiles",1363200,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","112"
"73","Contrato","23/08/2022 09:16","Real","2022CD-000132-0005500001","-","Municipalidad ","Atenas","No","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Diana Margot Valerio Víquez","Modificar","20220802902-01 20220802902-02","20220802902-00","Diseño, confección y colocación de canoas en la municipalidad de atenas y cencinai santa eulalia.","Bienes/servicios","Contratación directa","Cantidad definida","En línea","https://www.sicop.go.cr","23/08/2022 09:30","02/09/2022 11:00","02/09/2022 11:00","10 Días hábiles",1300000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","205"
"74","Contrato","23/08/2022 10:23","Real","2022CD-000188-0021700001","-","Municipalidad ","Heredia","No","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Kimberlyn de los Angeles Villalobos Diaz","Registro","","20220802930-00","Contratación servicios profesionales para realizar encuestas a satisfacción por los servicios brindados por la municipalidad","Servicios","Contratación directa","Servicios","En línea","https://www.sicop.go.cr","26/08/2022 06:00","29/08/2022 10:00","29/08/2022 10:00","8 Días hábiles",6500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)","401"
