"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"39","Funcionarios relacionados con el concurso","Contrato","05/08/2022 16:09","Real","2022CD-000171-0021700001","-","Municipalidad de Heredia","No","ERICKA ARGUELLO SANCHEZ","ERICKA ARGUELLO SANCHEZ","ERICKA ARGUELLO SANCHEZ","Registro","","20220800733-00","CONTRATACION COMPRA DE HERRAMIENTAS PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/08/2022 07:00","11/08/2022 11:00","11/08/2022 11:00","10 Días hábiles","1.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"40","Funcionarios relacionados con el concurso","Contrato","08/08/2022 08:23","Real","2022CD-000017-0004400001","-","Municipalidad de Golfito","No","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","Modificar","20220800669-01 20220800669-02","20220800669-00","Convenio de Cooperación entre las Municipalidades de Golfito y Corredores para la disposición final de residuos sólidos del cantón de Golfito","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","08/08/2022 08:30","11/08/2022 16:00","11/08/2022 16:00","5 Días hábiles","3.097.335 [CRC]","","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA."
"41","Funcionarios relacionados con el concurso","Contrato","08/08/2022 11:59","Real","2022CD-000178-0024100001","-","MUNICIPALIDAD DE GOICOECHEA","No","ENMANUEL CHAVARRIA CAMPOS","Lucrecia Hernández Sanabria","Lucrecia Hernández Sanabria","Registro","","20220800756-00","Servicios secretariales ara la digitación en los sistemas contables de la Municipalidad del Levantamiento de inventario de bienes municipales.","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","08/08/2022 15:00","12/08/2022 07:30","12/08/2022 07:31","10 Días hábiles","1.996.446 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"42","Funcionarios relacionados con el concurso","Contrato","09/08/2022 15:17","Real","2022CD-000093-0003400001","-","Municipalidad de Montes de Oca","No","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","Registro","","20220801114-00","CONTRATACIÓN DE REFRIGERIOS PARA EVENTOS SOCIOCULTURALES DE CANTONATO DE LA MUNICIPALIDAD DE MONTES DE OCA","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","09/08/2022 15:30","10/08/2022 15:00","10/08/2022 15:00","10 Días hábiles","700.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"43","Funcionarios relacionados con el concurso","Contrato","09/08/2022 15:51","Real","2022LA-000014-0004200001","-","Municipalidad de Buenos Aires","No","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","CARLOS ALBAN SERRANO SILES","Modificar","20220801108-01","20220801108-00","Servicios de seguridad privada para oficinas, planteles y otras propiedades de la Municipalidad","SERVICIOS","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","09/08/2022 18:00","26/08/2022 08:00","26/08/2022 08:00","20 Días hábiles","56.186.730,72 [CRC]","",NA
"44","Funcionarios relacionados con el concurso","Contrato","10/08/2022 09:03","Real","2022CD-000173-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801176-00","CONTRATACION DE SERVICIOS PROFESIONALES PARA PRODUCCION EVENTO FOLCLORE EN EL CENTRO CULTURAL OMAR DENGO PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 12:00","18/08/2022 10:00","18/08/2022 10:00","10 Días hábiles","8.600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"45","Funcionarios relacionados con el concurso","Contrato","10/08/2022 11:33","Real","2022CD-000152-0003100001","-","Municipalidad de Puntarenas","No","LUIS EDWARD ROJAS BARRANTES","LUIS EDWARD ROJAS BARRANTES","LUIS EDWARD ROJAS BARRANTES","Registro","","20220801187-00","CONTRATACIÓN DE ALQUILER DE LOCAL PARA UBICAR EL DEPARTAMENTO DE LA AUDITORIA INTERNA DE LA MUNICIPALIDAD DE PUNTARENAS","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Arrendamiento de inmuebles sin opción de compra","En línea","https://www.sicop.go.cr","10/08/2022 12:00","12/08/2022 15:00","12/08/2022 15:00","10 Días hábiles","1.890.000 [CRC]","2.796 [USD]","Contratación directa para arrendamiento o compra de bienes únicos (Artículo 2 inc. d) LCA y artículo 139 inciso j) RLCA."
"46","Funcionarios relacionados con el concurso","Contrato","10/08/2022 15:31","Real","2022CD-000019-0024250801","-","Municipalidad de Tilarán","No","Yesenia Sibaja Alvarado","Yesenia Sibaja Alvarado","Yesenia Sibaja Alvarado","Modificar","20220801302-01","20220801302-00","Compra de uniformes para funcionarios de la Municipalidad de Tilarán, modalidad según demanda","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","11/08/2022 07:00","19/08/2022 10:55","19/08/2022 11:00","10 Días hábiles","18.840.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"47","Funcionarios relacionados con el concurso","Contrato","11/08/2022 10:22","Real","2022CD-000177-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801406-00","SERVICIOS PROFESIONALES PARA INSPECCION DE OBRAS DE ESTABILIZACION DEL TALUD SOBRE RIO PIRRO CASO MARIA QUALLS PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","16/08/2022 12:00","17/08/2022 10:00","17/08/2022 10:00","6 Días hábiles","5.572.800 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"48","Funcionarios relacionados con el concurso","Contrato","11/08/2022 11:41","Real","2022CD-000126-0023570101","-","MUNICIPALIDAD DE LIMON","No","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","GARY WHALON DUNN DAWKINS","Registro","","20220801429-00","CONTRATACION PARA LA REPARACIÓN DEL VEHICULO TIPO PICK UP MARCA TOYOTA MODELO HI-LUX PLCAS SM-6339 DE LA MUNICIPALIDAD DE LIMON","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","12/08/2022 12:00","16/08/2022 12:00","16/08/2022 12:05","5 Días hábiles","1.300.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"49","Funcionarios relacionados con el concurso","Contrato","11/08/2022 12:27","Real","2022CD-000157-0003200001","-","Municipalidad de Carrillo","No","FERNANDO ANTONIO ACEVEDO ANGULO","FERNANDO ANTONIO ACEVEDO ANGULO","FERNANDO ANTONIO ACEVEDO ANGULO","Registro","","20220801460-00","Refrigeradora para el Comedor Institucional de la Municipalidad","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","11/08/2022 13:00","16/08/2022 12:00","16/08/2022 12:01","5 Días hábiles","600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"50","Funcionarios relacionados con el concurso","Contrato","11/08/2022 13:55","Real","2022CD-000030-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20220801469-00","Compra de servicio de soporte técnico para el Sistema Administrativo Financiero Tributario SIAFT de la Municipalidad de Hojancha","BIENES/SERVICIOS","CONTRATACIÓN ESPECIAL",NA,"En línea","https://www.sicop.go.cr","12/08/2022 07:30","16/08/2022 09:00","16/08/2022 10:00","5 Días hábiles","1.500.000 [CRC]","","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. a) Oferente único"
"51","Funcionarios relacionados con el concurso","Contrato","11/08/2022 14:10","Real","2022CD-000112-0017500001","-","MUNICIPALIDAD DE TURRIALBA","No","Hannia Rojas Segura","Hannia Rojas Segura","Ronald Bolaños Calvo","Registro","","20220801459-00","Adquisición de Combustible Administración Municipalidad de Turrialba","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","11/08/2022 14:30","12/08/2022 15:00","12/08/2022 15:00","10 Días hábiles","303.000 [CRC]","","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA."
"52","Funcionarios relacionados con el concurso","Contrato","11/08/2022 14:34","Real","2022CD-000178-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","SILVIA ELENA ESPINOZA QUESADA","Enio Vargas Arrieta","Modificar","20220801523-01 20220801523-02 20220801523-03","20220801523-00","SERVICIOS PROFESIONALES EN INGENIERIA PARA ANALISIS ESTRUCTURAL DE LAS EDIFICACIONES DEL PALACIO DE LOS DEPORTES PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 08:00","22/08/2022 10:00","22/08/2022 10:00","6 Días hábiles","6.750.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"53","Funcionarios relacionados con el concurso","Contrato","12/08/2022 11:28","Real","2022LA-000002-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Cynthia Alejandra Salas Chavarría","Cynthia Alejandra Salas Chavarría","Registro","","20220701512-00","Solicitud de contratación para el servicio de alimentación y de catering service, para actividades anuales de la Municipalidad de Flores.","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","12/08/2022 12:00","29/08/2022 09:00","29/08/2022 09:00","20 Días hábiles","10.000.000 [CRC]","",NA
"54","Funcionarios relacionados con el concurso","","12/08/2022 13:22","Real","2022RE-000002-0004611901","-","Municipalidad de Perez Zeledón","No","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","JULIAN FALLAS CARVAJAL","Sin efecto","20220800388-01","20220800388-00","Remate de locales comerciales ubicados en el mercado y en la Terminal de Buses de la Municipalidad de Pérez Zeledón [Sin efecto]","BIENES","REMATE","REMATE PARA DAR EN ARRENDAMIENTO BIENES INMUEBLES","En línea","https://www.sicop.go.cr","La fecha/hora de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha/hora de cierre de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha y hora de la apertura del producto de la partida detallada podrá ser visualizada.","1 Días hábiles","21.716.664,48 [CRC]","",NA
"55","Funcionarios relacionados con el concurso","Contrato","12/08/2022 13:31","Real","2022CD-000122-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Registro","","20220801684-00","La Municipalidad de Grecia requiere la compra de Banderas de Costa Rica y del Cantón de Grecia para ser usadas en Actividades Sociales y","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","12/08/2022 13:45","17/08/2022 09:00","17/08/2022 09:00","4 Días hábiles","718.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"56","Funcionarios relacionados con el concurso","Contrato","16/08/2022 10:54","Real","2022CD-000112-0003900001","-","MUNICIPALIDAD DE NICOYA","No","MARIA AZUCENA RODRIGUEZ JIMENEZ","MARIA AZUCENA RODRIGUEZ JIMENEZ","MARIA AZUCENA RODRIGUEZ JIMENEZ","Registro","","20220801726-00","Servicios profesionales para asesoría en administración de proyectos de la Municipalidad de Nicoya.","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 16:30","19/08/2022 09:00","19/08/2022 09:01","10 Días hábiles","5.975.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"57","Funcionarios relacionados con el concurso","Contrato","16/08/2022 12:46","Real","2022CD-000180-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801846-00","CONTRATACION DE SERVICIOS PROFESIONALES PARA PRODUCCION EVENTO DE MASCARADAS EN EL CENTRO CULTURAL OMAR DENGO PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","19/08/2022 07:00","22/08/2022 10:00","22/08/2022 10:00","8 Días hábiles","7.500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"58","Funcionarios relacionados con el concurso","Adjudicación en firme","17/08/2022 09:58","Real","2022LA-000018-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220801983-00","CONSTRUCCION DE II ETAPA DE MURO DE CONTENCION Y RELLENO EN IMAS VARA BLANCA PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","LICITACIÓN ABREVIADA","Servicios","En línea","https://www.sicop.go.cr","29/08/2022 12:00","31/08/2022 00:00","31/08/2022 10:00","20 Días hábiles","45.000.000 [CRC]","",NA
"59","Funcionarios relacionados con el concurso","Contrato","17/08/2022 10:29","Real","2022CD-000113-0004100001","-","MUNICIPALIDAD DE SANTO DOMINGO","No","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Modificar","20220801989-01 20220801989-02","20220801989-00","Adquisición de uniformes para personal de la Municipalidad de Santo Domingo","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","18/08/2022 07:00","24/08/2022 10:00","24/08/2022 10:01","10 Días hábiles","20.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"60","Funcionarios relacionados con el concurso","Adjudicación en firme","17/08/2022 12:14","Real","2022CD-000026-0015900001","-","MUNICIPALIDAD DE SAN RAMON","No","ANA NAYURIBE ROJAS PRENDAS","ANA NAYURIBE ROJAS PRENDAS","ANA NAYURIBE ROJAS PRENDAS","Registro","","20220801792-00","SERVICIO PARA ACTUALIZAR Y COMPLEMENTAR EL MANUAL DE ASEGURAMIENTO DEL SISTEMA CONTROL DE CALIDAD DE LA AUDITORÍA INTERNA DE LA MUNICIPALIDAD DE SAN RAMÓN","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 13:00","22/08/2022 13:00","22/08/2022 13:00","10 Días hábiles","2.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"61","Funcionarios relacionados con el concurso","Adjudicado","17/08/2022 12:47","Real","2022CD-000182-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20220802058-00","SERVICIOS PROFESIONALES PARA ACTIVIDADES DE CONMEMORACION DEL DIA REGEMEN MUNICIPAL PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","19/08/2022 07:00","22/08/2022 10:00","22/08/2022 10:00","6 Días hábiles","1.150.000 [CRC]","","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA)."
"62","Funcionarios relacionados con el concurso","Adjudicación en firme","17/08/2022 12:54","Real","2022CD-000125-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Registro","","20220802060-00","LA MUNICIPALIDAD DE GRECIA REQUIERE LA COMPRA DE DOS CANOAS EN HIERRO ESMALTADO CALIBRE 26PARA USO EN LA BIBLIOTECA PUBLICA Y COMEDOR PLANTEL MUNICIPAL","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 13:00","22/08/2022 12:00","22/08/2022 12:00","6 Días hábiles","600.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"63","Funcionarios relacionados con el concurso","Contrato","17/08/2022 14:21","Real","2022CD-000018-0004400001","-","Municipalidad de Golfito","No","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","Registro","","20220801430-00","RENOVACION DE LICENCIA DE ANTI VIRUS PARA LA MUNICIPALIDAD DE GOLFITO","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/08/2022 14:30","18/08/2022 16:00","18/08/2022 16:00","30 Días naturales","1.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"64","Funcionarios relacionados con el concurso","Contrato","17/08/2022 16:00","Real","2022CD-000101-0003400001","-","Municipalidad de Montes de Oca","No","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","RONNY CECILIANO VALVERDE","Registro","","20220802131-00","CONTRATACIÓN DE MASCARADA Y CIMARRONA PARA EVENTO SOCIAL EN EL MARCO DEL CANTONATO DE LA MUNICIPALIDAD DE MONTES DE OCA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","17/08/2022 16:00","19/08/2022 10:00","19/08/2022 10:00","10 Días hábiles","150.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"65","Funcionarios relacionados con el concurso","Contrato","18/08/2022 12:58","Real","2022CD-000127-0000700001","-","Municipalidad de Grecia","No","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","JACQUELINE ANDREA SOTO VARGAS","Modificar","20220802291-01","20220802291-00","Servicios de alquiler de inflables, circuitos de aventura con canopy y otros juegos recreativos para eventos de la Municipalidad de Grecia","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","18/08/2022 13:00","22/08/2022 12:00","22/08/2022 12:00","4 Días hábiles","3.700.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"66","Funcionarios relacionados con el concurso","Contrato","19/08/2022 09:06","Real","2022CD-000184-0021700001","-","Municipalidad de Heredia","No","ERICKA ARGUELLO SANCHEZ","ERICKA ARGUELLO SANCHEZ","ERICKA ARGUELLO SANCHEZ","Registro","","20220802421-00","CONTRATACION DE SERVICIOS DE ALIMENTACIÓN PARA LOS DISPOSITIVOS DE REDUCCION DE DAÑO BAJO UMBRAL PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","22/08/2022 07:00","24/08/2022 10:00","24/08/2022 10:00","6 Días hábiles","1.120.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"67","Funcionarios relacionados con el concurso","Adjudicación en firme","19/08/2022 09:17","Real","2022CD-000019-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20220802433-00","Trituradora de papel para el área de Archivo de la Municipalidad de Zarcero","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","22/08/2022 08:00","26/08/2022 08:45","26/08/2022 09:00","10 Días hábiles","1.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"68","Funcionarios relacionados con el concurso","Adjudicación en firme","19/08/2022 09:28","Real","2022CD-000020-0021300211","-","Municipalidad de Zarcero","No","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","MARIA VANESSA SALAZAR HUERTAS","Registro","","20220802440-00","Cajas de archivo para el área de Archivo de la Municipalidad de Zarcero","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","22/08/2022 08:00","26/08/2022 09:15","26/08/2022 09:30","10 Días hábiles","15.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
