"","Estado.del.concurso","Fecha.hora.de.publicación","Número.de.procedimiento","Nombre","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"63","Contrato","17/08/2022 16:00","2022CD-000101-0003400001","Montes de Oca","","20220802131-00","CONTRATACIÓN DE MASCARADA Y CIMARRONA PARA EVENTO SOCIAL EN EL MARCO DEL CANTONATO DE LA MUNICIPALIDAD DE MONTES DE OCA","Servicios","Contratación directa","Servicios","17/08/2022 16:00","19/08/2022 10:00","19/08/2022 10:00","10 Días hábiles",150000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",115
"64","Contrato","18/08/2022 12:58","2022CD-000127-0000700001","Grecia","20220802291-01","20220802291-00","Servicios de alquiler de inflables, circuitos de aventura con canopy y otros juegos recreativos para eventos de la Municipalidad de Grecia","Bienes/servicios","Contratación directa","Cantidad definida","18/08/2022 13:00","22/08/2022 12:00","22/08/2022 12:00","4 Días hábiles",3700000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"65","Contrato","19/08/2022 09:06","2022CD-000184-0021700001","Heredia","","20220802421-00","CONTRATACION DE SERVICIOS DE ALIMENTACIÓN PARA LOS DISPOSITIVOS DE REDUCCION DE DAÑO BAJO UMBRAL PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","22/08/2022 07:00","24/08/2022 10:00","24/08/2022 10:00","6 Días hábiles",1120000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"66","Adjudicación en firme","19/08/2022 09:17","2022CD-000019-0021300211","Zarcero","","20220802433-00","Trituradora de papel para el área de Archivo de la Municipalidad de Zarcero","Bienes","Contratación directa","Cantidad definida","22/08/2022 08:00","26/08/2022 08:45","26/08/2022 09:00","10 Días hábiles",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",211
"67","Adjudicación en firme","19/08/2022 09:28","2022CD-000020-0021300211","Zarcero","","20220802440-00","Cajas de archivo para el área de Archivo de la Municipalidad de Zarcero","Bienes","Contratación directa","Según demanda","22/08/2022 08:00","26/08/2022 09:15","26/08/2022 09:30","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",211
"68","Contrato","19/08/2022 12:36","2022LA-000019-0021700001","Heredia","","20220802528-00","CONSTRUCCION DE II ETAPA MUROS Y TAPIAS DEL CEMENTERIO DE MERCEDES NORTE PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Servicios","31/08/2022 12:00","02/09/2022 10:00","02/09/2022 10:00","20 Días hábiles",1.15e+08,"",NA,401
"69","Contrato","19/08/2022 13:29","2022CD-000116-0017500001","Turrialba","","20220802516-00","Adquisición de Combustible Administración Municipalidad de Turrialba","Bienes","Contratación directa","Cantidad definida","19/08/2022 14:00","22/08/2022 14:00","22/08/2022 14:01","10 Días hábiles",1500000,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",305
"70","Sin definir","19/08/2022 15:00","2022CD-000186-0021700001","Heredia","20220802582-01","20220802582-00","CONTRATACION DE PUBLICACIONES EN EL DIARIO LA GACETA PARA LA MUNICIPALIDAD DE HEREDIA [Sin efecto]","Servicios","Contratación directa","Cantidad definida","22/08/2022 07:00","24/08/2022 11:00","24/08/2022 11:00","6 Días hábiles",2e+06,"","Contratación directa para otorgar o recibir patrocinios (Artículo 2 inc. d) LCA y artículo 139 inciso o) RLCA.",401
"71","Contrato","22/08/2022 10:13","2022CD-000187-0021700001","Heredia","20220802675-01","20220802675-00","CONTRATACION PUBLICACIONES EN LA GACETA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Según demanda","23/08/2022 07:00","25/08/2022 10:00","25/08/2022 10:00","6 Días hábiles",2e+06,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",401
"72","Contrato","22/08/2022 15:11","2022CD-000025-0028011201","Acosta","","20220802786-00","Compra de tintas por demanda para la Municipalidad de Acosta","Bienes","Contratación directa","Según demanda","23/08/2022 10:00","30/08/2022 10:00","30/08/2022 10:01","10 Días hábiles",1363200,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",112
"73","Contrato","23/08/2022 09:16","2022CD-000132-0005500001","Atenas","20220802902-01 20220802902-02","20220802902-00","Diseño, Confección y Colocación de Canoas en la Municipalidad de Atenas y CENCINAI Santa Eulalia.","Bienes/servicios","Contratación directa","Cantidad definida","23/08/2022 09:30","02/09/2022 11:00","02/09/2022 11:00","10 Días hábiles",1300000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",205
"74","Contrato","23/08/2022 10:23","2022CD-000188-0021700001","Heredia","","20220802930-00","CONTRATACIÓN SERVICIOS PROFESIONALES PARA REALIZAR ENCUESTAS A SATISFACCIÓN POR LOS SERVICIOS BRINDADOS POR LA MUNICIPALIDAD","Servicios","Contratación directa","Servicios","26/08/2022 06:00","29/08/2022 10:00","29/08/2022 10:00","8 Días hábiles",6500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"75","Contrato","23/08/2022 12:23","2022LA-000024-0002400001","Santa Ana","","20220802942-00","CONSULTORIA PARA NVENTARIO DE GEI CANTONAL, UN PLAN DE ACCION CLIMÁTICA PARA EL CANTÓN Y EL INVENTARIO DE GEI ORGANIZACIONAL DE LA MUNICIPALIDAD DE SANTA ANA","Bienes/servicios","Licitación abreviada","Servicios","23/08/2022 12:25","13/09/2022 10:00","13/09/2022 10:10","30 Días hábiles",2.7e+07,"",NA,109
"76","Contrato","23/08/2022 14:37","2022CD-000126-0017500001","Turrialba","","20220802964-00","Compra de sillas para la varios departamentos de la Municipalidad de Turrialba.","Bienes","Contratación directa","Cantidad definida","23/08/2022 14:40","29/08/2022 09:00","29/08/2022 09:01","10 Días hábiles",610000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",305
"77","Contrato","24/08/2022 10:53","2022CD-000191-0021700001","Heredia","","20220803130-00","SERVICIOS PROFESIONALES PARA ACTIVIDADES DE CONMEMORACIÓN DEL DIA REGIMEN MUNICIPAL PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","25/08/2022 08:00","26/08/2022 09:00","26/08/2022 09:00","4 Días naturales",1150000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"78","Adjudicado","24/08/2022 12:58","2022CD-000192-0021700001","Heredia","","20220803189-00","SERVICIOS PROFESIONALES PARA SOPORTE DE APLICACION APP MOVIL DEL SISTEMA DE TIEMPO PARA ESTACIONAMIENTO AUTORIZADO DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Servicios","26/08/2022 12:00","29/08/2022 10:00","29/08/2022 10:00","6 Días hábiles",3e+06,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",401
"79","Contrato","24/08/2022 15:02","2022CD-000087-0020100001","Matina","","20220803217-00","CONTRATACION DE SERVICIOS PROFESIONALES ARA ELABORACION DE PROCEDIMIENTOS FINANCIERO CONTABLE E IMPLEMENTACION DE LAS NORMAS (NICSP) PARA LA MUNICIPALIDAD DE MATINA","Servicios","Contratación directa","Cantidad definida","25/08/2022 15:00","30/08/2022 12:00","30/08/2022 12:01","3 Días hábiles",8050155.49,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",705
"80","Contrato","24/08/2022 16:05","2022LA-000020-0021700001","Heredia","","20220803274-00","CONTRATACION PARA II ETAPA DEL PROYECTO DE CONSTRUCCION DE LA REMODELACION DEL COSTADO OESTE Y NORTE DEL PARQUE CENTRAL NICOLAS ULLOA PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Servicios","06/09/2022 07:00","07/09/2022 10:00","07/09/2022 10:00","20 Días hábiles",4e+07,"",NA,401
"81","Contrato","25/08/2022 08:13","2022CD-000117-0003900001","Nicoya","","20220803301-00","SERVICIO DE ALIMENTACIÓN PARA ACTIVIDAD DE CAPACITACIÓN A FUNCIONARIOS MUNICIPALES EN EL MARCO DEL DÍA DEL RÉGIMEN MUNICIPAL Y DÍA DEL FUNCIONARIO DE LA MUNICIPALIDAD DE NICOYA","Bienes/servicios","Contratación directa","Cantidad definida","25/08/2022 12:00","26/08/2022 09:00","26/08/2022 09:01","10 Días hábiles",1500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",502
"82","Contrato","25/08/2022 09:59","2022CD-000148-0023300001","San Rafael","","20220803335-00","Contratación de servicio de impresión, encuadernación, en el diseño y confección de planificadores, calendarios y libritos informativos y publicitarios de la Municipalidad.","Bienes/servicios","Contratación directa","Servicios","25/08/2022 12:00","01/09/2022 11:15","01/09/2022 11:20","10 Días hábiles",1416534,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",405
"83","Contrato","25/08/2022 10:06","2022CD-000048-0021911601","Turrubares","","20220802795-00","COMPRA DE LLANTAS PARA LOS EQUIPOS SM-5438, SM-5504, SM-5474, y SM-7763 DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES","Bienes","Contratación directa","Cantidad definida","25/08/2022 11:00","31/08/2022 14:00","31/08/2022 14:01","10 Días hábiles",2700000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",116
"84","Contrato","25/08/2022 10:21","2022CD-000027-0020000306","Alvarado","20220802673-01","20220802673-00","COMPRA DE CLORO PARA EL DEPARTAMENTO DE ACUEDUCTO DE LA MUNICIPALIDAD DE ALVARADO","Bienes","Contratación directa","Cantidad definida","25/08/2022 10:30","30/08/2022 10:00","30/08/2022 10:01","10 Días hábiles",2100000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",306
"85","Contrato","25/08/2022 12:36","2022CD-000157-0021600001","Desamparados","","20220803413-00","Compra de 6 discos duros para ser instalado en el servidor principal de la municipalidad","Bienes","Contratación directa","Cantidad definida","25/08/2022 13:00","30/08/2022 10:00","30/08/2022 10:05","15 Días hábiles",1620000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",103
"86","Contrato","25/08/2022 13:22","2022CD-000186-0004611901","Perez Zeledon","20220803069-01","20220803069-00","COMPRA DE PANTALLAS PARA INFORMACIÓN DEBIDAMENTE INSTALADAS EN LA TERMINAL DE BUSES DE LA MUNICIPALIDAD DE PÉREZ ZELEDÓN","Bienes/servicios","Contratación directa","Cantidad definida","26/08/2022 07:00","01/09/2022 10:00","01/09/2022 10:00","10 Días hábiles",6e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",119
"87","Adjudicación en firme","26/08/2022 08:43","2022RE-000003-0004611901","Perez Zeledon","","20220801909-00","Remate de locales comerciales ubicados en el mercado y en la Terminal de Buses de la Municipalidad de Pérez Zeledón","Bienes","Remate","Remate para dar en arrendamiento bienes inmuebles","La fecha/hora de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha/hora de cierre de recepción de la oferta podrá ser consultada en la información del producto de la partida detallada.","La fecha y hora de la apertura del producto de la partida detallada podrá ser visualizada.","20 Días hábiles",21716664.48,"",NA,119
"88","Desierto/Infructuoso","26/08/2022 11:23","2022CD-000162-0003200001","Carrillo","","20220803614-00","CONTRATACIÓN DE DESAYUNOS RECEPCIÓN DE AUDIENCIA PUBLICA EN LA MUNICIPALIDAD","Servicios","Contratación directa","Cantidad definida","26/08/2022 12:00","29/08/2022 12:00","29/08/2022 12:01","2 Días hábiles",122500,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",505
"89","Adjudicación en firme","26/08/2022 13:24","2022LN-000002-0021911601","Turrubares","20220803015-01 20220803015-02 20220803015-03 20220803015-04 20220803015-05 20220803015-06","20220803015-00","Compra de vagonetas para la Unidad Técnica de Gestión Vial de la Municipalidad de Turrubares","Bienes","Licitación pública nacional","Cantidad definida","26/08/2022 14:00","22/11/2022 14:00","22/11/2022 14:01","30 Días hábiles",2e+08,"",NA,116
"90","Contrato","26/08/2022 15:02","2022CD-000135-0023570101","Limon","20220803686-01","20220803686-00","CONTRATACION PARA LA REPARACIÓN Y PINTURA TOTAL DEL VEHICULO TIPO MARCA TOYOTA MODELO PRADO PLCA SM-5543 DE LA MUNICIPALIDAD DE LIMON","Bienes/servicios","Contratación directa","Cantidad definida","26/08/2022 15:05","30/08/2022 14:55","30/08/2022 15:00","5 Días hábiles",15400000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",701
"91","Contrato","29/08/2022 11:53","2022CD-000024-0021300211","Zarcero","20220803861-01","20220803861-00","Adquisición de herramientas e instrumentos, y útiles y materiales de limpieza y equipo de transporte para el Área de Servicios Públicos y la Municipalidad en general.","Bienes","Contratación directa","Según demanda","30/08/2022 16:00","05/09/2022 09:15","05/09/2022 09:30","10 Días hábiles",1.5e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",211
"92","Contrato","29/08/2022 12:50","2022LA-000008-0000700001","Grecia","20220803869-01","20220803869-00","ADQUISICIÓN DE UNIFORMES PARA EL PERSONAL DE LA MUNICIPALIDAD DE GRECIA, BAJO MODALIDAD SEGÚN DEMANDA","Bienes","Licitación abreviada","Según demanda","29/08/2022 13:00","07/09/2022 12:00","07/09/2022 12:00","14 Días hábiles",2e+07,"",NA,203
"93","Contrato","29/08/2022 14:25","2022CD-000118-0004200001","Buenos Aires","","20220803796-00","Compra de AC para las Oficinas de Cajas y Área Legal de la Municipalidad","Bienes/servicios","Contratación directa","Servicios","29/08/2022 18:00","01/09/2022 08:00","01/09/2022 08:00","10 Días hábiles",3452000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",603
"94","Contrato","29/08/2022 15:39","2022LA-000018-0023570101","Limon","","20220803917-00","OBRAS MENORES DE MANTENIMIENTO EN LA CASA DE LA CULTURA, MUNICIPALIDAD DEL CANTÓN CENTRAL DE LIMÓN","Servicios","Licitación abreviada","Servicios","29/08/2022 15:55","06/09/2022 12:25","06/09/2022 12:30","10 Días hábiles",2.5e+07,"",NA,701
"95","Contrato","30/08/2022 10:21","2022CD-000195-0021700001","Heredia","","20220804022-00","COMPRA DE CAPAS TIPO PONCHOS PARA FUNCIONARIOS DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","02/09/2022 14:00","06/09/2022 10:00","06/09/2022 10:00","10 Días hábiles",240000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"96","Contrato","30/08/2022 13:54","2022CD-000196-0021700001","Heredia","","20220804109-00","COMPRA DE LLANTAS PARA MOTOCICLETA DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","02/09/2022 10:00","06/09/2022 09:00","06/09/2022 09:00","10 Días hábiles",1e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"97","Contrato","30/08/2022 15:41","2022CD-000921-0015499999","San Jose","20220803640-01","20220803640-00","Servicio de estudio de diagnóstico sobre los servicios y gestión que brinda la Municipalidad de San José a sus usuarios para los años 2022.","Servicios","Contratación directa","Cantidad definida","30/08/2022 15:45","02/09/2022 15:45","02/09/2022 15:47","10 Días hábiles",8e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",101
"98","Adjudicación en firme","30/08/2022 16:07","2022CD-000100-0016800001","San Isidro","","20220804131-00",": Proyecto: Actualización de Manual de Clases de Puestos y escala salarial de la Municipalidad San Isidro de Heredia.","Servicios","Contratación directa","Servicios","01/09/2022 08:00","07/09/2022 10:00","07/09/2022 10:10","10 Días hábiles",2500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",406
"99","Contrato","31/08/2022 14:45","2022CD-000139-0017500001","Turrialba","","20220804264-00","Mantenimiento Preventivo de aires acondicionados en Municipalidad de Turrialba, según Demanda, bajo el amparo del Art.162 inciso B) del RLCA, hasta un monto de ¢ 21.980.000,00","Servicios","Contratación directa","Según demanda","31/08/2022 14:50","07/09/2022 14:00","07/09/2022 14:01","10 Días hábiles",1e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",305
"100","Contrato","01/09/2022 12:12","2022CD-000139-0000700001","Grecia","","20220900114-00","LA MUNICIPALIDAD DE GRECIA REQUIERE LA COMPRA DE DOS CANOAS EN HIERRO ESMALTADO CALIBRE 26PARA USO EN LA BIBLIOTECA PUBLICA Y COMEDOR PLANTEL MUNICIPAL","Bienes/servicios","Contratación directa","Cantidad definida","01/09/2022 12:20","07/09/2022 12:00","07/09/2022 12:00","8 Días hábiles",850000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",203
"101","Desierto/Infructuoso","01/09/2022 16:00","2022CD-000197-0021700001","Heredia","","20220900186-00","CONTRATACIÓN SERVICIOS DE REFRIGERIO LIVIANO PARA ACTIVIDAD CONMEMORATIVA DEL DIA NACIONAL DE PREVENCIO DEL SUICIDIO PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Cantidad definida","02/09/2022 07:00","02/09/2022 12:00","02/09/2022 12:00","3 Días hábiles",450000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"102","Contrato","05/09/2022 09:40","2022CD-000198-0021700001","Heredia","20220900419-01","20220900419-00","CONTRATACION DE SERVICIOS DE REFRIGERIO LIVIANO PARA ACTIVIDAD CONMEMORATIVA DEL DIA DE PREVENCION DEL SUICIDIO PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Cantidad definida","06/09/2022 07:00","06/09/2022 14:00","06/09/2022 14:00","2 Días hábiles",450000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"103","Adjudicación en firme","05/09/2022 09:49","2022CD-000199-0021700001","Heredia","","20220900427-00","ACTIVIDADES Y EQUIPOS DE SONIDO PARA LA SEMANA CIVICA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","06/09/2022 12:00","07/09/2022 10:00","07/09/2022 10:00","4 Días hábiles",1800000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
